year,month,supplier,item_code,item_description,item_type,retail_sales,retail_transfers,warehouse_sales,original_description,package_size,total_sales,quarter
2020,7,HEINEKEN USA,96415,BUCKLER NA 4/6 NR,NON-ALCOHOL,35.0,34.0,78.0,BUCKLER NA 4/6 NR - 12OZ,12OZ,147.0,3
2020,7,ANHEUSER BUSCH INC,97217,ST PAULI GIRL NA 4/6 NR,NON-ALCOHOL,33.75,19.0,137.0,ST PAULI GIRL NA 4/6 NR - 12OZ,12OZ,189.75,3
2020,7,PROXIMO SPIRITS INC,98140,JOSE CUERVO LIME MARGARITA MIX,NON-ALCOHOL,74.94,24.0,1.0,JOSE CUERVO LIME MARGARITA MIX - 1.75L,1.75L,99.94,3
2020,7,ANHEUSER BUSCH INC,98167,BECKS N/A - NR,NON-ALCOHOL,70.25,61.0,273.0,BECKS N/A-NR  - 12OZ,12OZ,404.25,3
2020,7,PROXIMO SPIRITS INC,98272,JOSE CUERVO LIME MARGARITA MIX,NON-ALCOHOL,38.64,37.0,9.0,JOSE CUERVO LIME MARGARITA MIX - 1L,1L,84.64,3
2020,7,DIAGEO NORTH AMERICA INC,99228,KALIBER BREW NA 4/6 NR,NON-ALCOHOL,8.0,4.0,48.0,KALIBER BREW NA 4/6 NR - 12OZ,12OZ,60.0,3
2020,7,LEGENDS LTD,99665,BITBURGER NA 4/6 NR,NON-ALCOHOL,0.5,0.0,22.0,BITBURGER NA 4/6 NR - 11.2OZ,11.2OZ,22.5,3
2020,3,UNKNOWN,2,ICE,NON-ALCOHOL,561.0,0.0,0.0,ICE,UNKNOWN,561.0,1
2020,9,LEGENDS LTD,13276,REVITALYTE GRAPE 6/,NON-ALCOHOL,0.0,0.0,1.0,REVITALYTE GRAPE 6/1L,1L,1.0,3
2020,9,REPUBLIC NATIONAL DISTRIBUTING CO,164437,FINEST CALL ORGEAT - TR,NON-ALCOHOL,0.0,0.0,1.0,FINEST CALL ORGEAT - 1LTR,1L,1.0,3
2020,9,AMERICAN BEVERAGE MARKETERS,166661,MASTER OF MIXES COCKTAIL ESSENTIALS SIMPLE SYRUP - NA,NON-ALCOHOL,25.5,31.0,1.0,MASTER OF MIXES COCKTAIL ESSENTIALS SIMPLE SYRUP-NA,UNKNOWN,57.5,3
2020,9,AMERICAN BEVERAGE MARKETERS,166662,AGALIMA SWEET & SOUR MIX,NON-ALCOHOL,7.98,13.0,0.0,AGALIMA SWEET & SOUR MIX - 1L,1L,20.98,3
2020,9,AMERICAN BEVERAGE MARKETERS,166663,AGALIMA MARGARITA MIX,NON-ALCOHOL,50.2,47.33,0.0,AGALIMA MARGARITA MIX - 1L,1L,97.53,3
2020,9,RELIABLE CHURCHILL LLLP,166714,GEORGE'S MARG MIX LIME,NON-ALCOHOL,11.23,4.0,0.0,GEORGE'S MARG MIX LIME 32OZ,32OZ,15.23,3
2020,9,BITTERMILK LLC,166717,BITTERMILK BOURBON AGED OLD FASHIONED - .,NON-ALCOHOL,1.06,0.0,0.0,BITTERMILK BOURBON AGED OLD FASHIONED - .51OZ,51OZ,1.06,3
2020,9,BITTERMILK LLC,166718,BITTERMILK #1 BOURBON AGED OLD FASHIONED,NON-ALCOHOL,4.18,0.0,0.0,BITTERMILK #1 BOURBON AGED OLD FASHIONED 8OZ,8OZ,4.18,3
2020,9,BITTERMILK LLC,166719,BITTERMILK #3 SMOKED HONEY WHISKEY SOUR,NON-ALCOHOL,3.14,0.0,0.0,BITTERMILK #3 SMOKED HONEY WHISKEY SOUR- 17OZ,17OZ,3.14,3
2020,9,BITTERMILK LLC,166720,BITTERMILK #2 TOM COLLINS,NON-ALCOHOL,2.61,0.0,0.0,BITTERMILK #2  TOM COLLINS -17OZ,17OZ,2.61,3
2020,9,BITTERMILK LLC,166721,BITTERMILK OLD FASHIONED SET,NON-ALCOHOL,3.0,0.0,0.0,BITTERMILK OLD FASHIONED SET- 251ML,251ML,3.0,3
2020,9,BITTERMILK LLC,166722,BITTERMILK #5 GRAPEFRUIT TONIC - SEA SALT,NON-ALCOHOL,3.59,0.0,0.0,BITTERMILK  #5 GRAPEFRUIT TONIC - SEA SALT- 170Z,17OZ,3.59,3
2020,9,BITTERMILK LLC,166723,BITTERMILK BOURBON AGED OLD FASHIONED,NON-ALCOHOL,2.18,0.0,0.0,BITTERMILK BOURBON AGED OLD FASHIONED  - 5PK,5PK,2.18,3
2020,9,BITTERMILK LLC,166726,BITTERMILK #4 NEW ORLEANS OLD FASH RGE,NON-ALCOHOL,2.42,0.0,0.0,BITTERMILK #4 NEW ORLEANS OLD FASH RGE-8OZ,8OZ,2.42,3
2020,9,BITTERMILK LLC,166727,BITTERMILK #6 OAXACAN OLD FASHIONED,NON-ALCOHOL,2.66,0.0,0.0,BITTERMILK #6 OAXACAN OLD FASHIONED 8OZ,8OZ,2.66,3
2020,9,RELIABLE CHURCHILL LLLP,169161,ARIEL CHARD NON ALCOHOLIC,NON-ALCOHOL,0.82,1.0,1.0,ARIEL CHARD NON ALCOHOLIC - 750ML,750ML,2.82,3
2020,3,AMERICAN BEVERAGE MARKETERS,166661,MASTER OF MIXES COCKTAIL ESSENTIALS SIMPLE SYRUP - NA,NON-ALCOHOL,29.85,35.0,1.0,MASTER OF MIXES COCKTAIL ESSENTIALS SIMPLE SYRUP-NA,UNKNOWN,65.85,1
2020,3,AMERICAN BEVERAGE MARKETERS,166662,AGALIMA SWEET & SOUR MIX,NON-ALCOHOL,15.59,17.0,0.0,AGALIMA SWEET & SOUR MIX - 1L,1L,32.59,1
2020,3,AMERICAN BEVERAGE MARKETERS,166663,AGALIMA MARGARITA MIX,NON-ALCOHOL,40.57,37.0,0.0,AGALIMA MARGARITA MIX - 1L,1L,77.57,1
2020,3,RELIABLE CHURCHILL LLLP,169161,ARIEL CHARD NON ALCOHOLIC,NON-ALCOHOL,1.81,1.0,8.0,ARIEL CHARD NON ALCOHOLIC - 750ML,750ML,10.81,1
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,2461,FINEST CALL LIME JUICE,NON-ALCOHOL,0.0,0.0,1.0,FINEST CALL LIME JUICE - 1L,1L,1.0,1
2020,3,ZURENA LLC,300614,ZURENA LOVE ELIXIR CRAFT COCKTAIL MIXER,NON-ALCOHOL,0.08,0.0,0.0,ZURENA LOVE ELIXIR CRAFT COCKTAIL MIXER - 750ML,750ML,0.08,1
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,301067,SUTTER HOME FRE' PREMIUM RED,NON-ALCOHOL,0.0,0.0,2.0,SUTTER HOME FRE' PREMIUM RED - 750ML,750ML,2.0,1
2020,3,SAZERAC CO,309096,REGAN ORANGE BITTER 12/CS,NON-ALCOHOL,9.87,10.0,1.0,REGAN ORANGE BITTER 12/CS - 5OZ,5OZ,20.869999999999997,1
2020,3,SAZERAC CO,309113,PEYCHAUD BITTERS 12/CS,NON-ALCOHOL,7.14,8.0,1.0,PEYCHAUD BITTERS 12/CS - 5OZ,5OZ,16.14,1
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,310368,SUTTER HOME FRE MER,NON-ALCOHOL,0.0,0.0,3.0,SUTTER HOME FRE MER - 750ML,750ML,3.0,1
2020,3,RELIABLE CHURCHILL LLLP,311544,ARIEL CAB,NON-ALCOHOL,4.78,0.0,1.0,ARIEL CAB - 750ML,750ML,5.78,1
2020,3,RELIABLE CHURCHILL LLLP,319764,ANGOSTURA BITTERS 48/CS,NON-ALCOHOL,8.65,6.0,0.0,ANGOSTURA BITTERS 48/CS - 4OZ,4OZ,14.65,1
2020,3,RELIABLE CHURCHILL LLLP,319771,ANGOSTURA BITTERS,NON-ALCOHOL,3.54,4.0,1.0,ANGOSTURA BITTERS - 16OZ,16OZ,8.54,1
2020,3,RELIABLE CHURCHILL LLLP,324028,GEORGES BLOODY MARY MILD,NON-ALCOHOL,8.06,8.0,0.0,GEORGES BLOODY MARY MILD - 32OZ,32OZ,16.060000000000002,1
2020,3,RELIABLE CHURCHILL LLLP,324238,GEORGES BLOODY MARY SPICEY,NON-ALCOHOL,12.71,11.0,1.0,GEORGES BLOODY MARY SPICEY - 32OZ,32OZ,24.71,1
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,325406,SUTTER HOME FRE' SPARK,NON-ALCOHOL,0.0,0.0,2.0,SUTTER HOME FRE' SPARK - 750ML,750ML,2.0,1
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,325414,SUTTER HOME FRE' WH ZIN,NON-ALCOHOL,0.0,0.0,7.0,SUTTER HOME FRE' WH ZIN - 750ML,750ML,7.0,1
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,325422,SUTTER HOME FRE CHARDONNAY,NON-ALCOHOL,0.0,0.0,17.0,SUTTER HOME FRE CHARDONNAY - 750ML,750ML,17.0,1
2020,3,BACCHUS IMPORTERS LTD,326319,BARKEEP LAVENDER ORG BITTERS,NON-ALCOHOL,1.02,1.0,0.0,BARKEEP LAVENDER ORG BITTERS - 8OZ,8OZ,2.02,1
2020,3,AMERICAN BEVERAGE MARKETERS,329606,FINEST CALL BLOODY MARY HABANE,NON-ALCOHOL,0.0,0.0,0.0,FINEST CALL BLOODY MARY HABANE - 1L,1L,0.0,1
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,351688,AGALIMA ORGANIC BLOODY MARY MIX,NON-ALCOHOL,0.0,0.0,1.0,AGALIMA ORGANIC BLOODY MARY MIX - 1L,1L,1.0,1
