year,month,supplier,item_code,item_description,item_type,retail_sales,retail_transfers,warehouse_sales,original_description,package_size,total_sales,quarter,operational_activity
2020,1,LEGENDS LTD,60651,CIGAR CITY JAI ALAI EG,KEGS,0.0,0.0,1.0,CIGAR CITY JAI ALAI 1/6 KEG,1/6K,1.0,1,LOW
2020,1,BACKUP BEVERAGE,60655,REKORDERLIG STRW LIME EG,KEGS,0.0,0.0,1.0,REKORDERLIG STRW LIME 1/6 KEG,1/6K,1.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,60708,STONE FEAR MOVIE LIONS EG,KEGS,0.0,0.0,1.0,STONE FEAR MOVIE LIONS 1/2 KEG,1/2K,1.0,1,LOW
2020,1,LEGENDS LTD,60724,MAINE POST RIDE EG,KEGS,0.0,0.0,1.0,MAINE POST RIDE 1/6 KEG,1/6K,1.0,1,LOW
2020,1,FLYING DOG BREWERY LLLP,60760,FLYING DOG THUNDERPEEL HAZY IPA EG,KEGS,0.0,0.0,2.0,FLYING DOG THUNDERPEEL HAZY IPA 1/6 KEG,1/6K,2.0,1,LOW
2020,1,THREE STARS BREWING COMPANY LLC,60894,3 STARS #ULTRA FRESH EG,KEGS,0.0,0.0,1.0,3 STARS #ULTRA FRESH 1/6 KEG,1/6K,1.0,1,LOW
2020,1,ANHEUSER BUSCH INC,60911,DEVILS BACKBONE EIGHT POINT IPA EG,KEGS,0.0,0.0,10.0,DEVILS BACKBONE EIGHT POINT IPA 1/2 KEG,1/2K,10.0,1,MEDIUM
2020,1,LEGENDS LTD,60982,ST. BERNARDUS ABT 12 EG,KEGS,0.0,0.0,2.0,ST. BERNARDUS ABT 12 1/2 KEG,1/2K,2.0,1,LOW
2020,1,LEGENDS LTD,61003,LAGUNITAS SUPER CLUSTER EG,KEGS,0.0,0.0,2.0,LAGUNITAS SUPER CLUSTER 1/2 KEG,1/2K,2.0,1,LOW
2020,1,THE BROOKLYN BREWERY CORPORATION,61020,BROOKLYN SHACKMEISTER EG,KEGS,0.0,0.0,2.0,BROOKLYN SHACKMEISTER 1/2 KEG,1/2K,2.0,1,LOW
2020,1,BOSTON BEER CORPORATION,6157,SAM ADAMS LAGER,KEGS,0.0,0.0,31.0,SAM ADAMS LAGER 1/6K,1/6K,31.0,1,MEDIUM
2020,1,FLYING DOG BREWERY LLLP,61955,FLYING DOG THUNDERPEEL HAZY IPA EG,KEGS,0.0,0.0,19.0,FLYING DOG THUNDERPEEL HAZY IPA 1/2 KEG,1/2K,19.0,1,MEDIUM
2020,1,NORTH LOCK LLC DBA PORT CITY BREWING CO,62307,PORT CITY LONG BLACK VEIL EG,KEGS,0.0,0.0,1.0,PORT CITY LONG BLACK VEIL 1/6 KEG,1/6K,1.0,1,LOW
2020,1,LEGENDS LTD,62380,SOUTHERN TIER 3X IPA EG,KEGS,0.0,0.0,1.0,SOUTHERN TIER 3X IPA 1/2 KEG,1/2K,1.0,1,LOW
2020,1,LEGENDS LTD,62391,SOUTHERN TIER 3X IPA EG,KEGS,0.0,0.0,2.0,SOUTHERN TIER 3X IPA 1/6 KEG,1/6K,2.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,62398,STONE TROPIC OF THUNDER EG,KEGS,0.0,0.0,1.0,STONE TROPIC OF THUNDER 1/2 KEG,1/2K,1.0,1,LOW
2020,1,FLYING DOG BREWERY LLLP,62402,FLYING DOG PEARL NECKLACE NITRO EG,KEGS,0.0,0.0,1.0,FLYING DOG PEARL NECKLACE NITRO 1/2 KEG,1/2K,1.0,1,LOW
2020,1,DELMAR BREWING COMPANY LLC,62552,EVOLUTION WANDERING MONK EG,KEGS,0.0,0.0,1.0,EVOLUTION WANDERING MONK 1/2 KEG,1/2K,1.0,1,LOW
2020,1,LEGENDS LTD,62633,PALE FIRE RED MOLLY EG,KEGS,0.0,0.0,1.0,PALE FIRE RED MOLLY 1/2 KEG,1/2K,1.0,1,LOW
2020,1,WASHBURN WINE CO,62803,BAVIK PILSNER BEER EG,KEGS,0.0,0.0,4.0,BAVIK PILSNER BEER 1/2 KEG,1/2K,4.0,1,LOW
2020,1,WASHBURN WINE CO,62823,PETRUS SOUR PASSIONFRUIT KEG,KEGS,0.0,0.0,1.0,PETRUS SOUR PASSIONFRUIT 30L KEG,30L,1.0,1,LOW
2020,1,DUVEL MOORTGAT USA LTD,62827,BOULEVARD PLAID HABIT EG,KEGS,0.0,0.0,0.0,BOULEVARD PLAID HABIT 1/6 KEG,1/6K,0.0,1,NO_ACTIVITY
2020,1,BACKUP BEVERAGE,62894,ITHACA NUT BROWN EG,KEGS,0.0,0.0,1.0,ITHACA NUT BROWN 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,62922,STONE LIQUID COMPASS EG,KEGS,0.0,0.0,2.0,STONE LIQUID COMPASS 1/2 KEG,1/2K,2.0,1,LOW
2020,1,NEW BELGIUM BREWING INC,62933,NB HOUSE GOLDEN PILSNER EG,KEGS,0.0,0.0,2.0,NB HOUSE GOLDEN PILSNER 1/2 KEG,1/2K,2.0,1,LOW
2020,1,BACKUP BEVERAGE,62943,LOST RHINO MATCHBOX CONTRACT IPA EG,KEGS,0.0,0.0,10.0,LOST RHINO MATCHBOX CONTRACT IPA 1/2 KEG,1/2K,10.0,1,MEDIUM
2020,1,LEGENDS LTD,63009,NARRAGANSETT LAGER EG,KEGS,0.0,0.0,5.0,NARRAGANSETT LAGER 1/2 KEG,1/2K,5.0,1,LOW
2020,1,THREE STARS BREWING COMPANY LLC,63018,3 STARS BOYZEN DA HOOD EG,KEGS,0.0,0.0,1.0,3 STARS BOYZEN DA HOOD 1/6 KEG,1/6K,1.0,1,LOW
2020,1,DELMAR BREWING COMPANY LLC,63028,EVOLUTION STALKER HEFE EG,KEGS,0.0,0.0,2.0,EVOLUTION STALKER HEFE 1/6 KEG,1/6K,2.0,1,LOW
2020,1,DUVEL MOORTGAT USA LTD,63084,BOULEVARD SPACE CAMPER IPA EG,KEGS,0.0,0.0,0.0,BOULEVARD SPACE CAMPER IPA 1/2 KEG,1/2K,0.0,1,NO_ACTIVITY
2020,1,BUCK DISTRIBUTING COMPANY INC,63100,STONE DRN IPA EG,KEGS,0.0,0.0,6.0,STONE DRN IPA 1/2 KEG,1/2K,6.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,63101,STONE DRN HONEY BLONDE EG,KEGS,0.0,0.0,8.0,STONE DRN HONEY BLONDE 1/2 KEG,1/2K,8.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,63234,STONE DRN WIT EG,KEGS,0.0,0.0,6.0,STONE DRN WIT 1/2 KEG,1/2K,6.0,1,LOW
2020,1,LEGENDS LTD,63286,FIRESTONE MIND HAZE EG,KEGS,0.0,0.0,1.0,FIRESTONE MIND HAZE 1/6 KEG,1/6K,1.0,1,LOW
2020,1,THREE STARS BREWING COMPANY LLC,63338,3 STARS LOW HANGING FRUIT EG,KEGS,0.0,0.0,2.0,3 STARS LOW HANGING FRUIT 1/6 KEG,1/6K,2.0,1,LOW
2020,1,DC BRAU BREWING LLC,63360,DC BRAU JOINT RESOLUTION EG,KEGS,0.0,0.0,7.0,DC BRAU JOINT RESOLUTION 1/2 KEG,1/2K,7.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,63395,BELLS TWO HEARTED ALE EG,KEGS,0.0,0.0,15.0,BELLS TWO HEARTED ALE 1/2 KEG,1/2K,15.0,1,MEDIUM
2020,1,BUCK DISTRIBUTING COMPANY INC,63396,BELLS AMBER ALE EG,KEGS,0.0,0.0,4.0,BELLS AMBER ALE 1/2 KEG,1/2K,4.0,1,LOW
2020,1,LEGENDS LTD,63423,MAINE PEEPER EG,KEGS,0.0,0.0,1.0,MAINE PEEPER 1/2 KEG,1/2K,1.0,1,LOW
2020,1,DOPS INC,63596,DUBUISSON SCALDIS CUVEE DE TROLLS EG,KEGS,0.0,0.0,1.0,DUBUISSON SCALDIS CUVEE DE TROLLS 1/2 KEG,1/2K,1.0,1,LOW
2020,1,LEGENDS LTD,63600,MAINE LUNCH EG,KEGS,0.0,0.0,6.0,MAINE LUNCH 1/2 KEG,1/2K,6.0,1,LOW
2020,1,WASHBURN WINE CO,63645,GULDEN DRAAK DARK ALE EG,KEGS,0.0,0.0,3.0,GULDEN DRAAK DARK ALE 1/2 KEG,1/2K,3.0,1,LOW
2020,1,WASHBURN WINE CO,63682,YARD HOUSE CUVEE ALE EG,KEGS,0.0,0.0,2.0,YARD HOUSE CUVEE ALE 1/2 KEG,1/2K,2.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,63691,BELLS OFFICIAL EG,KEGS,0.0,0.0,1.0,BELLS OFFICIAL 1/2 KEG,1/2K,1.0,1,LOW
2020,1,THREE STARS BREWING COMPANY LLC,63727,3 STARS DIAMONDS ARE FOREVER EG,KEGS,0.0,0.0,1.0,3 STARS DIAMONDS ARE FOREVER 1/2 KEG,1/2K,1.0,1,LOW
2020,1,CROWN IMPORTS,63853,CORONA PREMIER EG,KEGS,0.0,0.0,12.0,CORONA PREMIER 1/2 KEG,1/2K,12.0,1,MEDIUM
2020,1,DOPS INC,63895,SPENCER MONKS IPA EG,KEGS,0.0,0.0,2.0,SPENCER MONKS IPA 1/2 KEG,1/2K,2.0,1,LOW
2020,1,LEGENDS LTD,64032,ALHAMBRA ROJA EG,KEGS,0.0,0.0,3.0,ALHAMBRA ROJA 1/6 KEG,1/6K,3.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,64136,BELLS TWO HEARTED EG,KEGS,0.0,0.0,1.0,BELLS TWO HEARTED 1/4 KEG,1/4K,1.0,1,LOW
2020,1,ANHEUSER BUSCH INC,64171,GOOSE ISLAND SOFIE EG,KEGS,0.0,0.0,4.0,GOOSE ISLAND SOFIE 1/2 KEG,1/2K,4.0,1,LOW
2020,1,LEGENDS LTD,64239,COLLECTIVE ARTS JAM UP THE MASH EG,KEGS,0.0,0.0,1.0,COLLECTIVE ARTS JAM UP THE MASH 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BOLD ROCK PARTNERS LP,64312,BOLD ROCK PEAR CIDER EG,KEGS,0.0,0.0,1.0,BOLD ROCK PEAR CIDER 1/2 KEG,1/2K,1.0,1,LOW
2020,1,ALLAGASH BREWING COMPANY,64314,ALLAGASH SAISON EG,KEGS,0.0,0.0,1.0,ALLAGASH SAISON 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BOSTON BEER CORPORATION,64768,TRULY EG,KEGS,0.0,0.0,6.0,TRULY 1/2 KEG,1/2K,6.0,1,LOW
2020,1,BACKUP BEVERAGE,68313,GREAT LAKES IPA EG,KEGS,0.0,0.0,1.0,GREAT LAKES IPA 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BACKUP BEVERAGE,68315,GREAT LAKES TURNTABLE PILS EG,KEGS,0.0,0.0,1.0,GREAT LAKES TURNTABLE PILS 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BACKUP BEVERAGE,68316,GREAT LAKES DORTMUNDER GOLD EG,KEGS,0.0,0.0,1.0,GREAT LAKES DORTMUNDER GOLD 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BACKUP BEVERAGE,68320,GREAT LAKES ELIOT NESS EG,KEGS,0.0,0.0,3.0,GREAT LAKES ELIOT NESS 1/2 KEG,1/2K,3.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,68358,STONE XOCOVEZA 2019 EG,KEGS,0.0,0.0,1.0,STONE XOCOVEZA 2019 1/6 KEG,1/6K,1.0,1,LOW
2020,1,LEGENDS LTD,68362,OSKAR BLUES ONE - Y EG,KEGS,0.0,0.0,4.0,OSKAR BLUES ONE-Y 1/6 KEG,1/6K,4.0,1,LOW
2020,1,LEGENDS LTD,68364,OSKAR BLUES ONE - Y EG,KEGS,0.0,0.0,1.0,OSKAR BLUES ONE-Y 1/2 KEG,1/2K,1.0,1,LOW
2020,1,LEGENDS LTD,68368,FLYING EMBERS GINGER AND OAK EG,KEGS,0.0,0.0,1.0,FLYING EMBERS GINGER AND OAK 1/6 KEG,1/6K,1.0,1,LOW
2020,1,WASHBURN WINE CO,68435,SECRET LLAMA ALE EG,KEGS,0.0,0.0,1.0,SECRET LLAMA ALE 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,68439,BELLS LAGER OF THE LAKE EG,KEGS,0.0,0.0,2.0,BELLS LAGER OF THE LAKE 1/2 KEG,1/2K,2.0,1,LOW
2020,1,DELMAR BREWING COMPANY LLC,68461,EVOLUTION BLURRED VINES HAZY IPA EG,KEGS,0.0,0.0,2.0,EVOLUTION BLURRED VINES HAZY IPA 1/2 KEG,1/2K,2.0,1,LOW
2020,1,DELMAR BREWING COMPANY LLC,68464,EVOLUTION BLURRED VINES HAZY IPA EG,KEGS,0.0,0.0,2.0,EVOLUTION BLURRED VINES HAZY IPA 1/6 KEG,1/6K,2.0,1,LOW
2020,1,DOPS INC,68510,BREW HUB SECRET LLAMA BLUEBERRY EG,KEGS,0.0,0.0,1.0,BREW HUB SECRET LLAMA BLUEBERRY 1/2 KEG,1/2K,1.0,1,LOW
2020,1,ANHEUSER BUSCH INC,68742,KONA ISLAND COLADA CREAM EG,KEGS,0.0,0.0,5.0,KONA ISLAND COLADA CREAM 1/6 KEG,1/6K,5.0,1,LOW
2020,1,BACKUP BEVERAGE,68750,LOST RHINO SHOOTER MCMUNN EG,KEGS,0.0,0.0,2.0,LOST RHINO SHOOTER MCMUNN 1/2 KEG,1/2K,2.0,1,LOW
2020,1,BACKUP BEVERAGE,68751,GREAT LAKES CHRISTMAS ALE EG,KEGS,0.0,0.0,1.0,GREAT LAKES CHRISTMAS ALE 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BOSTON BEER CORPORATION,68764,DOGFISH HEAD PERFECT DISGUISE EG,KEGS,0.0,0.0,11.0,DOGFISH HEAD PERFECT DISGUISE 1/2 KEG,1/2K,11.0,1,MEDIUM
2020,1,FLYING DOG BREWERY LLLP,68818,FLYING DOG NITRO OPERATION BREAKFAST STOUT,KEGS,0.0,0.0,2.0,FLYING DOG NITRO OPERATION BREAKFAST STOUT 1/6 K,1/6K,2.0,1,LOW
2020,1,FLYING DOG BREWERY LLLP,68820,FLYING DOG NITRO MINT CONDITION STOUT EG,KEGS,0.0,0.0,1.0,FLYING DOG NITRO MINT CONDITION STOUT 1/6 KEG,1/6K,1.0,1,LOW
2020,1,LEGENDS LTD,68866,BURLEY OAK FREE NIGHT AND WEEKENDS EG,KEGS,0.0,0.0,1.0,BURLEY OAK FREE NIGHT AND WEEKENDS 1/6 KEG,1/6K,1.0,1,LOW
2020,1,DUVEL MOORTGAT USA LTD,68893,BOULEVARD 30TH ANNIVERSARY EG,KEGS,0.0,0.0,1.0,BOULEVARD 30TH ANNIVERSARY 1/6 KEG,1/6K,1.0,1,LOW
2020,1,DUVEL MOORTGAT USA LTD,68894,BOULEVARD RESTLESS NIGHT EG,KEGS,0.0,0.0,0.0,BOULEVARD RESTLESS NIGHT 1/6 KEG,1/6K,0.0,1,NO_ACTIVITY
2020,1,DUVEL MOORTGAT USA LTD,68896,BOULEVARD LOVE CHILD #10 EG,KEGS,0.0,0.0,0.0,BOULEVARD LOVE CHILD #10 1/6 KEG,1/6K,0.0,1,NO_ACTIVITY
2020,1,BACKUP BEVERAGE,68906,3WV JUICEBOX BLACKBERRY CURRANT EG,KEGS,0.0,0.0,1.0,3WV JUICEBOX BLACKBERRY CURRANT 1/2 KEG,1/2K,1.0,1,LOW
2020,1,DELMAR BREWING COMPANY LLC,68915,EVOLUTION LIGER SOUR EG,KEGS,0.0,0.0,1.0,EVOLUTION LIGER SOUR 1/6 KEG,1/6K,1.0,1,LOW
2020,1,BACKUP BEVERAGE,68934,REKORDERLIG PEAR EG,KEGS,0.0,0.0,1.0,REKORDERLIG PEAR 1/6 KEG,1/6K,1.0,1,LOW
2020,1,LEGENDS LTD,68938,FOUNDERS CIVILIZED BRUT IPA EG,KEGS,0.0,0.0,1.0,FOUNDERS CIVILIZED BRUT IPA 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,68948,BELLS BRIGHT WHITE ALE EG,KEGS,0.0,0.0,1.0,BELLS BRIGHT WHITE ALE 1/4 KEG,1/4K,1.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,68952,BELLS BRIGHT WHITE ALE EG,KEGS,0.0,0.0,1.0,BELLS BRIGHT WHITE ALE 1/2 KEG,1/2K,1.0,1,LOW
2020,1,DUVEL MOORTGAT USA LTD,68958,BOULEVARD STEEL DROP EG,KEGS,0.0,0.0,0.0,BOULEVARD STEEL DROP 1/2 KEG,1/2K,0.0,1,NO_ACTIVITY
2020,1,LEGENDS LTD,68967,AUSTIN SANGRIA EG,KEGS,0.0,0.0,1.0,AUSTIN SANGRIA 1/2 KEG,1/2K,1.0,1,LOW
2020,1,LEGENDS LTD,68971,FOUNDERS FRENCH TOAST BASTARD EG,KEGS,0.0,0.0,1.0,FOUNDERS FRENCH TOAST BASTARD 1/4 KEG,1/4K,1.0,1,LOW
2020,1,LEGENDS LTD,68973,LAGUNITAS DAYTIME EG,KEGS,0.0,0.0,1.0,LAGUNITAS DAYTIME 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BACKUP BEVERAGE,69025,SOUTH COUNTY SOUND MACHINE EG,KEGS,0.0,0.0,1.0,SOUTH COUNTY SOUND MACHINE 1/6 KEG,1/6K,1.0,1,LOW
2020,1,LEGENDS LTD,69026,SOUTHERN TIER HOT COCOA NITRO EG,KEGS,0.0,0.0,1.0,SOUTHERN TIER HOT COCOA NITRO 1/6 KEG,1/6K,1.0,1,LOW
2020,1,DELMAR BREWING COMPANY LLC,69036,EVOLUTION TURTLE CRAWL IPA EG,KEGS,0.0,0.0,4.0,EVOLUTION TURTLE CRAWL IPA 1/2 KEG,1/2K,4.0,1,LOW
2020,1,LEGENDS LTD,69038,SOUTHERN TIER HOT COCOA CO2 EG,KEGS,0.0,0.0,1.0,SOUTHERN TIER HOT COCOA CO2 1/6 KEG,1/6K,1.0,1,LOW
2020,1,SIERRA NEVADA BREWING CO,69040,SIERRA NEVADA BA OVILA ABBEY EG,KEGS,0.0,0.0,1.0,SIERRA NEVADA BA OVILA ABBEY 1/6 KEG,1/6K,1.0,1,LOW
2020,1,SIERRA NEVADA BREWING CO,69041,SIERRA NEVADA TITW RUM BA QUAD EG,KEGS,0.0,0.0,1.0,SIERRA NEVADA TITW RUM BA QUAD 1/6 KEG,1/6K,1.0,1,LOW
2020,1,SIERRA NEVADA BREWING CO,69042,SIERRA NEVADA FANTASTIC HAZE IMPERIAL EG,KEGS,0.0,0.0,1.0,SIERRA NEVADA FANTASTIC HAZE IMPERIAL 1/6 KEG,1/6K,1.0,1,LOW
2020,1,THREE STARS BREWING COMPANY LLC,69048,3 STARS ASTRO LAB CROSSTOWN TRAFFIC EG,KEGS,0.0,0.0,1.0,3 STARS ASTRO LAB CROSSTOWN TRAFFIC 1/2 KEG,1/2K,1.0,1,LOW
2020,1,THREE STARS BREWING COMPANY LLC,69049,3 STARS ASTRO LAB CROSSTOWN TRAFFIC EG,KEGS,0.0,0.0,3.0,3 STARS ASTRO LAB CROSSTOWN TRAFFIC 1/6 KEG,1/6K,3.0,1,LOW
2020,1,LEGENDS LTD,69054,UERIGE STICKE KEG,KEGS,0.0,0.0,1.0,UERIGE STICKE 30L KEG,30L,1.0,1,LOW
2020,1,LEGENDS LTD,69055,BURLEY OAK DOUBLE COQUITO JREAM EG,KEGS,0.0,0.0,1.0,BURLEY OAK DOUBLE COQUITO JREAM 1/2 KEG,1/2K,1.0,1,LOW
2020,1,LEGENDS LTD,69056,BURLEY OAK FREE NIGHTS AND WEEKENDS EG,KEGS,0.0,0.0,1.0,BURLEY OAK FREE NIGHTS AND WEEKENDS 1/4 KEG,1/4K,1.0,1,LOW
2020,1,LEGENDS LTD,69057,PALE FIRE ELECTRIC SHEEP EG,KEGS,0.0,0.0,3.0,PALE FIRE ELECTRIC SHEEP 1/2 KEG,1/2K,3.0,1,LOW
2020,1,LEGENDS LTD,69058,OXBOW MOON JUICE KEG,KEGS,0.0,0.0,1.0,OXBOW MOON JUICE 20L KEG,20L,1.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,69069,STONE NEVERENDING HAZE EG,KEGS,0.0,0.0,3.0,STONE NEVERENDING HAZE 1/2 KEG,1/2K,3.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,69070,STONE NEVERENDING HAZE EG,KEGS,0.0,0.0,2.0,STONE NEVERENDING HAZE 1/6 KEG,1/6K,2.0,1,LOW
2020,1,NEW BELGIUM BREWING INC,69071,NB VOODOO RANGER AMERICAN HAZE EG,KEGS,0.0,0.0,2.0,NB VOODOO RANGER AMERICAN HAZE 1/2 KEG,1/2K,2.0,1,LOW
2020,1,LEGENDS LTD,69072,FLYING FISH HAZY BONES EG,KEGS,0.0,0.0,1.0,FLYING FISH HAZY BONES 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BACKUP BEVERAGE,69074,READING LAGER EG,KEGS,0.0,0.0,1.0,READING LAGER 1/2 KEG,1/2K,1.0,1,LOW
2020,1,NEW BELGIUM BREWING INC,69077,NB VOODOO RANGER ROTATOR 3 HOP AVENGER EG,KEGS,0.0,0.0,1.0,NB VOODOO RANGER ROTATOR 3 HOP AVENGER 1/2 KEG,1/2K,1.0,1,LOW
2020,1,LEGENDS LTD,69083,MAINE MEAN OLD TOM NITRO EG,KEGS,0.0,0.0,1.0,MAINE MEAN OLD TOM NITRO 1/2 KEG,1/2K,1.0,1,LOW
2020,1,LEGENDS LTD,69084,LIC STILLEST HOUR EG,KEGS,0.0,0.0,1.0,LIC STILLEST HOUR 1/6 KEG,1/6K,1.0,1,LOW
2020,1,LEGENDS LTD,69091,BURLEY OAK JELLY NOT JAM CRANBERRY EG,KEGS,0.0,0.0,3.0,BURLEY OAK JELLY NOT JAM CRANBERRY 1/6 KEG,1/6K,3.0,1,LOW
2020,1,FLYING DOG BREWERY LLLP,69101,FLYING DOG BA SCOTCH ALE EG,KEGS,0.0,0.0,2.0,FLYING DOG BA SCOTCH ALE 1/6 KEG,1/6K,2.0,1,LOW
2020,1,LEGENDS LTD,69103,GRAFT CLOUD CITY: AMBER CITY EG,KEGS,0.0,0.0,1.0,GRAFT CLOUD CITY: AMBER CITY 1/6 KEG,1/6K,1.0,1,LOW
2020,1,BACKUP BEVERAGE,69110,GREAT LAKES CONWAY IRISH RED EG,KEGS,0.0,0.0,2.0,GREAT LAKES CONWAY IRISH RED 1/6 KEG,1/6K,2.0,1,LOW
2020,1,BACKUP BEVERAGE,69122,GREAT LAKES BIERWOLF DUNKWEIS EG,KEGS,0.0,0.0,1.0,GREAT LAKES BIERWOLF DUNKWEIS 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BACKUP BEVERAGE,69123,GREAT LAKES CONWAY IRISH RED EG,KEGS,0.0,0.0,3.0,GREAT LAKES CONWAY IRISH RED 1/2 KEG,1/2K,3.0,1,LOW
2020,1,BACKUP BEVERAGE,69124,OTTAKRINGER LAGER KEG,KEGS,0.0,0.0,1.0,OTTAKRINGER LAGER 20L KEG,20L,1.0,1,LOW
2020,1,BACKUP BEVERAGE,69125,GREAT LAKES BIERWOLF DUNKWEIS EG,KEGS,0.0,0.0,1.0,GREAT LAKES BIERWOLF DUNKWEIS 1/6 KEG,1/6K,1.0,1,LOW
2020,1,LEGENDS LTD,69131,SIXPOINT TRAIL HAZE KEG,KEGS,0.0,0.0,2.0,SIXPOINT TRAIL HAZE 50L KEG,50L,2.0,1,LOW
2020,1,LEGENDS LTD,69132,SIXPOINT TRAIL HAZE EG,KEGS,0.0,0.0,1.0,SIXPOINT TRAIL HAZE 1/6 KEG,1/6K,1.0,1,LOW
2020,1,LEGENDS LTD,69133,SIXPOINT PARTY HAT KEG,KEGS,0.0,0.0,1.0,SIXPOINT PARTY HAT 50L KEG,50L,1.0,1,LOW
2020,1,LEGENDS LTD,69138,ACE PINK GUAVA CIDER EG,KEGS,0.0,0.0,1.0,ACE PINK GUAVA CIDER 1/6 KEG,1/6K,1.0,1,LOW
2020,1,LEGENDS LTD,69139,BURLEY OAK HOBO HOTLINE EG,KEGS,0.0,0.0,1.0,BURLEY OAK HOBO HOTLINE 1/6 KEG,1/6K,1.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,69155,BELLS HOPSLAM ALE EG,KEGS,0.0,0.0,5.0,BELLS HOPSLAM ALE 1/4 KEG,1/4K,5.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,69157,BELLS HOPSLAM ALE EG,KEGS,0.0,0.0,5.0,BELLS HOPSLAM ALE 1/2 KEG,1/2K,5.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,69158,BELLS CHERRY STOUT EG,KEGS,0.0,0.0,1.0,BELLS CHERRY STOUT 1/4 KEG,1/4K,1.0,1,LOW
2020,1,NEW BELGIUM BREWING INC,69162,NB UP NEXT #4 COLD BREW CREAM ALE EG,KEGS,0.0,0.0,1.0,NB UP NEXT #4 COLD BREW CREAM ALE 1/2 KEG,1/2K,1.0,1,LOW
2020,1,LEGENDS LTD,69163,EINBECKER WINTER DOPPELBOCK KEG,KEGS,0.0,0.0,1.0,EINBECKER WINTER DOPPELBOCK 30L KEG,30L,1.0,1,LOW
2020,1,LEGENDS LTD,69164,DUPONT BIERE DE MIEL EG,KEGS,0.0,0.0,1.0,DUPONT BIERE DE MIEL 1/6 KEG,1/6K,1.0,1,LOW
2020,1,LEGENDS LTD,69165,DUPONT MOINETTE BRUNE KEG,KEGS,0.0,0.0,1.0,DUPONT MOINETTE BRUNE 20L KEG,20L,1.0,1,LOW
2020,1,LEGENDS LTD,69166,SCHLENKERLA URBOCK KEG,KEGS,0.0,0.0,1.0,SCHLENKERLA URBOCK 30L KEG,30L,1.0,1,LOW
2020,1,BACKUP BEVERAGE,69168,SCHLAFLY NEIPA EG,KEGS,0.0,0.0,1.0,SCHLAFLY NEIPA 1/2 KEG,1/2K,1.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,69175,STONE VIKING SPACE PROBE EG,KEGS,0.0,0.0,2.0,STONE VIKING SPACE PROBE 1/6 KEG,1/6K,2.0,1,LOW
2020,1,BUCK DISTRIBUTING COMPANY INC,69177,STONE VIKING SPACE PROBE EG,KEGS,0.0,0.0,4.0,STONE VIKING SPACE PROBE 1/2 KEG,1/2K,4.0,1,LOW
2020,1,THREE STARS BREWING COMPANY LLC,69178,3 STARS STARSKY & NUTS EG,KEGS,0.0,0.0,1.0,3 STARS STARSKY & NUTS 1/6 KEG,1/6K,1.0,1,LOW
2020,1,THREE STARS BREWING COMPANY LLC,69179,3 STARS HUGGY BEAR EG,KEGS,0.0,0.0,1.0,3 STARS HUGGY BEAR 1/6 KEG,1/6K,1.0,1,LOW
2020,1,BACKUP BEVERAGE,69184,MULLY'S FRUITART EG,KEGS,0.0,0.0,2.0,MULLY'S FRUITART 1/6 KEG,1/6K,2.0,1,LOW
2020,1,FLYING DOG BREWERY LLLP,69203,FLYING DOG 7 POT PALE ALE EG,KEGS,0.0,0.0,3.0,FLYING DOG 7 POT PALE ALE 1/6 KEG,1/6K,3.0,1,LOW
2020,1,BACKUP BEVERAGE,69207,MULLY'S ROLL 4 INITIAT EG,KEGS,0.0,0.0,1.0,MULLY'S ROLL 4 INITIAT 1/6 KEG,1/6K,1.0,1,LOW
