year,month,supplier,item_code,item_description,item_type,retail_sales,retail_transfers,warehouse_sales,original_description,bottle_size,bottle_category,total_sales,quarter,sales_activity
2020,1,PWSWN INC,351696,TELMO & RUTH RED BLEND,WINE,0.0,0.0,21.0,TELMO & RUTH RED BLEND - 750ML,750ML,STANDARD,21.0,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,351706,BONANZA CABERNET SAUVIGNON,WINE,0.0,0.0,3.0,BONANZA CABERNET SAUVIGNON - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,351708,SEA SUN CHARDONNAY,WINE,0.0,0.0,4.0,SEA SUN CHARDONNAY - 750ML,750ML,STANDARD,4.0,1,LOW
2020,1,INTERBALT PRODUCTS CORP,351722,SHUMI ZIGU,WINE,0.0,0.0,3.0,SHUMI ZIGU - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,35173,SMIRNOFF VODKA 100P,LIQUOR,16.02,11.0,0.0,SMIRNOFF VODKA 100P - 1.75L,1.75L,LARGE,27.02,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,351742,TRES BUHIS RED BLEND,WINE,0.0,0.0,6.0,TRES BUHIS RED BLEND - 750ML,750ML,STANDARD,6.0,1,LOW
2020,1,INTERBALT PRODUCTS CORP,351748,SHUMI GEORGICA SAPERAVI ORG,WINE,0.0,0.0,0.0,SHUMI GEORGICA SAPERAVI ORG - 750ML,750ML,STANDARD,0.0,1,NO_SALES
2020,1,LANTERNA DISTRIBUTORS INC,351752,HERDADE DO ROCIM TOURIGA NACIONAL,WINE,0.0,0.0,2.0,HERDADE DO ROCIM TOURIGA NACIONAL - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",351766,SANTA JULIA MALBEC TINTILLO,WINE,0.0,0.0,22.0,SANTA JULIA MALBEC TINTILLO - 750ML,750ML,STANDARD,22.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",351772,HATSUMAGO SAKE JUN MAI SHU,WINE,0.0,0.0,5.0,HATSUMAGO SAKE JUN MAI SHU - 300ML,300ML,OTHER,5.0,1,LOW
2020,1,PWSWN INC,351774,RUBEN & FLORA RED BLEND,WINE,0.0,0.0,5.0,RUBEN & FLORA RED BLEND - 750ML,750ML,STANDARD,5.0,1,LOW
2020,1,DIONYSOS IMPORTS INC,351776,BORGES QTA SOALHEIRA RED,WINE,0.0,0.0,1.0,BORGES QTA SOALHEIRA RED - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,FIVE GRAPES LLC,351780,BROCCATELLI SANGIOVESE,WINE,0.0,0.0,5.0,BROCCATELLI SANGIOVESE - 750ML,750ML,STANDARD,5.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",351788,CINCO SENTIDOS PECH MOLE POBLANO,LIQUOR,0.0,0.0,6.0,CINCO SENTIDOS PECH MOLE POBLANO - 750ML,750ML,STANDARD,6.0,1,LOW
2020,1,FIVE GRAPES LLC,351798,MARTIN BERDUGO ROSADO,WINE,0.0,0.0,3.0,MARTIN BERDUGO ROSADO - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,OPICI FAMILY DISTRIBUTING OF MD,351808,RAVEL & STITCH CABERNET SAUVIGNON,WINE,0.0,0.0,2.0,RAVEL & STITCH CABERNET SAUVIGNON - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,35181,SMIRNOFF VODKA,LIQUOR,131.63,114.0,6.0,SMIRNOFF VODKA - 750ML,750ML,STANDARD,251.63,1,MEDIUM
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,351814,LUC BELAIRE GOLD BRUT,WINE,0.0,0.0,4.0,LUC BELAIRE GOLD BRUT - 750ML,750ML,STANDARD,4.0,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,351816,VALDO NUMERO UNO EXTRA DRY BRUT,WINE,0.0,0.0,11.0,VALDO NUMERO UNO EXTRA DRY BRUT - 750ML,750ML,STANDARD,11.0,1,LOW
2020,1,PALM BAY IMPORTS,351818,BOISSIERE SWT VERM,WINE,6.23,0.0,0.0,BOISSIERE SWT VERM - 750ML,750ML,STANDARD,6.23,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",351836,ARGYLE WILLAMETTE VLY P/NOIR,WINE,0.0,0.0,1.0,ARGYLE WILLAMETTE VLY P/NOIR - 19.5L,19.5L,OTHER,1.0,1,LOW
2020,1,ARTISANS & VINES LLC,351838,DOM DU MONT EPIN VIRE CLESSE,WINE,0.0,0.0,1.0,DOM DU MONT EPIN VIRE CLESSE - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,TRICANA SHIPPERS & IMPORT,351846,FATTOI TOSCANO ROSSO,WINE,0.0,0.0,3.0,FATTOI TOSCANO ROSSO - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,CONSTANTINE WINES INC,351852,ALASIA PIEMONTE CORTESE,WINE,0.0,0.0,1.0,ALASIA PIEMONTE CORTESE - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",351870,SOUTHERN BELLE RED BLEND,WINE,0.0,0.0,4.0,SOUTHERN BELLE RED BLEND - 750ML,750ML,STANDARD,4.0,1,LOW
2020,1,PWSWN INC,351872,TRUE COLOURS CAVA BRUT,WINE,0.0,0.0,1.0,TRUE COLOURS CAVA BRUT - 187ML,187ML,SMALL,1.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",351874,PIKES CLARE VLY LOS COMPANEROS,WINE,0.0,0.0,1.0,PIKES CLARE VLY LOS COMPANEROS - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,351896,FRENCH BLUE BORD ROSE,WINE,0.0,0.0,3.0,FRENCH BLUE BORD ROSE - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,35190,SMIRNOFF VODKA - CITRUS TW,LIQUOR,0.16,0.0,0.0,SMIRNOFF VODKA-CITRUS TW - 750ML,750ML,STANDARD,0.16,1,LOW
2020,1,INTERBALT PRODUCTS CORP,351902,LA CELIA RESERVA MALBEC,WINE,0.0,1.0,0.0,LA CELIA RESERVA MALBEC - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,PWSWN INC,351908,CANTINA COLLI EUGANEI PROSECCO,WINE,0.0,0.0,2.0,CANTINA COLLI EUGANEI PROSECCO - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,351918,ENOS SONOMA CO CAB,WINE,0.0,0.0,8.0,ENOS SONOMA CO CAB - 750ML,750ML,STANDARD,8.0,1,LOW
2020,1,CONSTANTINE WINES INC,351928,LAPIS LUNA ZINFANDEL,WINE,0.0,0.0,5.0,LAPIS LUNA ZINFANDEL - 750ML,750ML,STANDARD,5.0,1,LOW
2020,1,MONSIEUR TOUTON SELECTION,351938,SUSANA BALBO MAL,WINE,0.0,0.0,1.0,SUSANA BALBO MAL - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,INTERBALT PRODUCTS CORP,351944,VILLA CATERINA MONTEPULCIANO,WINE,0.0,0.0,1.0,VILLA CATERINA MONTEPULCIANO - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,PWSWN INC,351958,CH HAUT BIRAUD,WINE,0.0,0.0,1.0,CH HAUT BIRAUD - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,351968,NIA PINOT NOIR,WINE,0.0,0.0,12.0,NIA PINOT NOIR - 750ML,750ML,STANDARD,12.0,1,LOW
2020,1,ROYAL WINE CORP,351974,VITKIN PINK ISRAELI JOURNEY,WINE,0.0,0.0,10.0,VITKIN PINK ISRAELI JOURNEY - 750ML,750ML,STANDARD,10.0,1,LOW
2020,1,CONSTANTINE WINES INC,351976,ADRIA IL MERIDIONE GRILLO SICILIA,WINE,0.0,0.0,1.0,ADRIA IL MERIDIONE GRILLO SICILIA - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",351998,RED TAIL RIDGE BLAUFRANKISCH,WINE,0.0,0.0,1.0,RED TAIL RIDGE BLAUFRANKISCH - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,352006,TENUTA S ANNA PROSECCO BRUT,WINE,0.0,0.0,25.0,TENUTA S ANNA PROSECCO BRUT - 750ML,750ML,STANDARD,25.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352008,RED TAIL RIDGE DRY RIESLING,WINE,0.0,0.0,1.0,RED TAIL RIDGE DRY RIESLING  - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,ARTISANS & VINES LLC,352014,CROIX D'OR SYRAH ROSE,WINE,0.49,0.0,4.0,CROIX D'OR SYRAH ROSE - 750ML,750ML,STANDARD,4.49,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,352016,TRES BUHIS YECLA NOCTURNA,WINE,0.0,0.0,-1.0,TRES BUHIS YECLA NOCTURNA - 750ML,750ML,STANDARD,-1.0,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,352022,GRIMALDI BARBARESCO,WINE,0.0,0.0,3.0,GRIMALDI BARBARESCO - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,352026,LOCKHOUSE CHERRY BLOSSOM SAKURA GIN,LIQUOR,0.0,0.0,1.0,LOCKHOUSE CHERRY BLOSSOM SAKURA GIN - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,35203,SMIRNOFF VODKA - CITRUS TW,LIQUOR,14.09,12.67,0.0,SMIRNOFF VODKA - CITRUS TW - 1.75L,1.75L,LARGE,26.759999999999998,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,352036,EMERA ANIMA DI NEGROAMARO,WINE,0.0,0.0,1.0,EMERA ANIMA DI NEGROAMARO - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,352050,IRVINE SPRINGHILL MERLOT,WINE,0.0,0.0,1.0,IRVINE SPRINGHILL MERLOT - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,ROYAL WINE CORP,352052,TEPERBERG VISION CAB/PETITE SIRAH,WINE,0.33,0.0,0.0,TEPERBERG VISION CAB/PETITE SIRAH - 750ML,750ML,STANDARD,0.33,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352060,E PIRA CHIARA BOSCHIS BARBERA,WINE,0.0,0.0,1.0,E PIRA CHIARA BOSCHIS BARBERA - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,352068,CH DE ST PEY ST EMILLION,WINE,0.0,0.0,2.0,CH DE ST PEY ST EMILLION - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,PWSWN INC,352076,LOBETIA SPARKLING ROSE,WINE,0.0,0.0,3.0,LOBETIA SPARKLING ROSE - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,CONSTANTINE WINES INC,352082,KIZAKURA TOKURI IKKON DAIGINJO,WINE,0.0,0.0,2.0,KIZAKURA TOKURI IKKON DAIGINJO - 180ML,180ML,OTHER,2.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352096,GROTH CAB,WINE,0.17,0.0,0.0,GROTH CAB - 750ML,750ML,STANDARD,0.17,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,35211,SMIRNOFF VODKA,LIQUOR,114.53,94.0,0.0,SMIRNOFF VODKA - 50ML,50ML,SMALL,208.53,1,MEDIUM
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352126,XAIVER MONNOT MERSAULT 1ER CRU LES CHARMES,WINE,0.0,0.0,1.0,XAIVER MONNOT MERSAULT 1ER CRU LES CHARMES - 750 ML,750ML,STANDARD,1.0,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,352134,JOTO ONE CUP SAKE,WINE,0.0,0.0,1.0,JOTO ONE CUP SAKE - 200ML,200ML,SMALL,1.0,1,LOW
2020,1,CONSTANTINE WINES INC,352156,BIRRA DOLOMITI PILS,BEER,0.0,0.0,1.0,BIRRA DOLOMITI PILS - 11.2OZ,11.2OZ,OTHER,1.0,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,352196,ALTA VITA CANNONAU DI SARDEGNA,WINE,0.0,0.0,2.0,ALTA VITA CANNONAU DI SARDEGNA - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,PWSWN INC,352198,ADIXION PETITE SIRAH,WINE,0.0,0.0,2.0,ADIXION PETITE SIRAH - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,35220,SMIRNOFF VODKA - CITRUS TW,LIQUOR,30.94,29.0,1.0,SMIRNOFF VODKA - CITRUS TW - 50ML,50ML,SMALL,60.94,1,LOW
2020,1,OPICI FAMILY DISTRIBUTING OF MD,352202,BREAD & BUTTER ROSE,WINE,0.0,0.0,1.0,BREAD & BUTTER ROSE - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,RED INK IMPORTS,352208,DUCA DI SARAGNANO MORELLINO DI SCANSANO,WINE,0.0,0.0,1.0,DUCA DI SARAGNANO MORELLINO DI SCANSANO - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,PWSWN INC,352212,STOND CABERNET SAUVIGNON,WINE,0.0,0.0,1.0,STOND CABERNET SAUVIGNON - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,DUGGANS DISTILLERS PROD,352242,ASBACH URALT BRANDY,LIQUOR,7.78,5.0,0.0,ASBACH URALT BRANDY - 750ML,750ML,STANDARD,12.780000000000001,1,LOW
2020,1,CONSTANTINE WINES INC,352256,LUBANZI RHONE BLEND CANS,WINE,0.0,0.0,2.0,LUBANZI RHONE BLEND CANS - 375ML,375ML,MEDIUM,2.0,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,352260,OUTER SOUNDS SAUVIGNON BLANC,WINE,0.0,0.0,1.0,OUTER SOUNDS SAUVIGNON BLANC - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,CONSTANTINE WINES INC,352262,LUBANZI CHENIN BLANC CANS,WINE,0.0,0.0,2.0,LUBANZI CHENIN BLANC CANS - 375ML,375ML,MEDIUM,2.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352292,DOM LAFAGE COTE EST,WINE,0.0,0.0,2.0,DOM LAFAGE COTE EST - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,352300,SAN FELICE CHIANTI CLASSICO DOCG,WINE,0.0,0.0,1.0,SAN FELICE CHIANTI CLASSICO DOCG - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,ARTISANS & VINES LLC,352308,CH CARIGNAN ROUGE,WINE,0.0,0.0,2.0,CH CARIGNAN ROUGE - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,CONSTANTINE WINES INC,352314,ALMA ROSA SANTA RITA HILLS CHARDONNAY,WINE,0.0,0.0,1.0,ALMA ROSA SANTA RITA HILLS CHARDONNAY - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,OPICI FAMILY DISTRIBUTING OF MD,352354,LOTE 44 MALBEC,WINE,0.0,0.0,2.0,LOTE 44 MALBEC - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352362,PALO CORTADO VALDESPINO,WINE,0.0,0.0,2.0,PALO CORTADO VALDESPINO - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352366,RED TAIL RIDGE RIESLING PET NAT,WINE,0.0,0.0,1.0,RED TAIL RIDGE RIESLING  PET NAT - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,CONSTANTINE WINES INC,352378,LITTORAI WENDLING VYD BLOCK E P/NOIR,WINE,0.0,0.0,1.0,LITTORAI WENDLING VYD BLOCK E P/NOIR - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,CAMPARI AMERICA LLC,35238,SKYY VODKA,LIQUOR,182.9,155.0,0.0,SKYY VODKA - 1.75L,1.75L,LARGE,337.9,1,MEDIUM
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352380,CH HAUT LA PEREYRE BORD BLANC,WINE,0.0,0.0,1.0,CH HAUT LA PEREYRE BORD BLANC - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352382,SLINGSHOT CABERNET SAUVIGNON,WINE,0.0,0.0,3.0,SLINGSHOT CABERNET SAUVIGNON - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,DIONYSOS IMPORTS INC,352388,AVANTIS FREEDOM BIOPROTECTION RED,WINE,0.0,0.0,1.0,AVANTIS FREEDOM BIOPROTECTION RED- 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,DIONYSOS IMPORTS INC,352396,GLUP CINSAULT RED,WINE,0.0,0.0,1.0,GLUP CINSAULT RED - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,FREE RUN WINE MERCHANTS LLC,352402,THE WHOLE SHEBANG RED,WINE,0.0,0.0,1.0,THE WHOLE SHEBANG RED - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,FREE RUN WINE MERCHANTS LLC,352406,PURO MALBEC,WINE,0.0,0.0,5.0,PURO MALBEC - 750ML,750ML,STANDARD,5.0,1,LOW
2020,1,PWSWN INC,352416,PROMESSES DE FRANCE MALBEC,WINE,0.0,0.0,5.0,PROMESSES DE FRANCE MALBEC - 750ML,750ML,STANDARD,5.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352424,REVERDY CHENE MARCHAND SANCERRE,WINE,0.0,0.0,1.0,REVERDY CHENE MARCHAND SANCERRE - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,FREE RUN WINE MERCHANTS LLC,352464,AUBRON MUSCADET,WINE,0.0,0.0,1.0,AUBRON MUSCADET - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,OPICI FAMILY DISTRIBUTING OF MD,352472,DOM BOUSQUET VIRGEN RED BLEND,WINE,0.0,0.0,1.0,DOM BOUSQUET VIRGEN RED BLEND - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,352476,POEMA CAVA BRUT,WINE,0.0,0.0,10.0,POEMA CAVA BRUT - 750ML,750ML,STANDARD,10.0,1,LOW
2020,1,FREE RUN WINE MERCHANTS LLC,352490,FIELD RECORDINGS PETS,WINE,0.0,0.0,1.0,FIELD RECORDINGS PETS - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,352508,DOM SOLITUDE CDR ROSE,WINE,0.0,0.0,1.0,DOM SOLITUDE CDR ROSE - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,352530,STELLA ROSA IMPERIALE PROSECCO,WINE,0.0,0.0,1.0,STELLA ROSA IMPERIALE PROSECCO - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,35254,SMIRNOFF VODKA,LIQUOR,216.53,199.0,4.0,SMIRNOFF VODKA - 1.75L,1.75L,LARGE,419.53,1,MEDIUM
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352544,CASTELLUCCIO LE MORE SANGIOVESE,WINE,0.0,0.0,4.0,CASTELLUCCIO LE MORE SANGIOVESE - 750ML,750ML,STANDARD,4.0,1,LOW
2020,1,THE WINE GROUP,352550,AVA GRACE PINOT GRIGIO,WINE,0.0,0.0,2.0,AVA GRACE PINOT GRIGIO - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352568,MARIETTA GIBSON BLOCK SYRAH,WINE,0.0,0.0,1.0,MARIETTA GIBSON BLOCK SYRAH - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352572,PIKE ROAD PINOT NOIR,WINE,0.0,0.0,53.0,PIKE ROAD PINOT NOIR - 750ML,750ML,STANDARD,53.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352600,HIGH NOTE ANDES RED BLEND,WINE,0.0,0.0,2.0,HIGH NOTE ANDES RED BLEND - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,CONSTANTINE WINES INC,352604,UNDERWOOD ROSE BUBBLES,WINE,0.0,0.0,1.0,UNDERWOOD ROSE BUBBLES - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352608,SANTA JULIA MALBEC ROSE,WINE,0.0,0.0,1.0,SANTA JULIA MALBEC ROSE - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,LANTERNA DISTRIBUTORS INC,352618,AVIESO MALBEC,WINE,0.0,0.0,6.0,AVIESO MALBEC - 750ML,750ML,STANDARD,6.0,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,35262,SMIRNOFF VODKA 100P,LIQUOR,18.55,15.0,0.0,SMIRNOFF VODKA 100P - 750ML,750ML,STANDARD,33.55,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,352620,PRAYERS OF SINNERS RED BLEND,WINE,0.0,0.0,1.0,PRAYERS OF SINNERS RED BLEND - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,352624,BAR DOG CAL CABERNET SAUVIGNON,WINE,0.0,0.0,2.0,BAR DOG CAL CABERNET SAUVIGNON - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352628,AUTARD CDP,WINE,0.17,0.0,1.0,AUTARD CDP - 375ML,375ML,MEDIUM,1.17,1,LOW
2020,1,OPICI FAMILY DISTRIBUTING OF MD,352642,LA SUECA SANGRIA,WINE,0.0,0.0,21.0,LA SUECA SANGRIA - 15L,15L,OTHER,21.0,1,LOW
2020,1,HOTALING & CO LLC,352660,KAVALAN DIST SEL SINGLE MALT WHISKEY,LIQUOR,5.06,13.0,0.0,KAVALAN DIST SEL SINGLE MALT WHISKEY - 750ML,750ML,STANDARD,18.06,1,LOW
2020,1,CONSTANTINE WINES INC,352664,AZUL Y GARANZA ROSE,WINE,0.0,0.0,2.0,AZUL Y GARANZA ROSE - 1L,1L,LARGE,2.0,1,LOW
2020,1,POTOMAC SELECTIONS INC,352672,HILD ELBLING SEKT,WINE,0.0,0.0,1.0,HILD ELBLING SEKT - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,CONSTANTINE WINES INC,352682,LE CONTESSE PROSECCO BRUT,WINE,0.0,0.0,2.0,LE CONTESSE PROSECCO BRUT - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,CONSTANTINE WINES INC,352688,LE CONTESSE PROSECCO BRUT,WINE,0.0,0.0,2.0,LE CONTESSE PROSECCO BRUT - 187ML,187ML,SMALL,2.0,1,LOW
2020,1,OSLO ENTERPRISE,352706,QUATRE VENTS Z BORDEAUX,WINE,0.0,0.0,1.0,QUATRE VENTS Z BORDEAUX - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,DIONYSOS IMPORTS INC,352716,LOS MEDANOS ROSE ORGANIC,WINE,0.0,0.0,1.0,LOS MEDANOS ROSE ORGANIC - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,CONSTANTINE WINES INC,352738,TRIM CHARDONNAY,WINE,0.0,0.0,1.0,TRIM CHARDONNAY - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352744,LINI AMBRUSCO BIANCO,WINE,0.0,0.0,1.0,LINI 910 LAMBRUSCO BIANCO - 750ML,910L,OTHER,1.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352812,PAJAROTE CLAVO & CARDAMOMO,LIQUOR,0.0,0.0,1.0,PAJAROTE CLAVO & CARDAMOMO - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,PWSWN INC,352828,CASTELLI MARTINOZZI BRUNELLO DI MONTALCINO,WINE,0.0,0.0,2.0,CASTELLI MARTINOZZI BRUNELLO DI MONTALCINO - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,CONSTANTINE WINES INC,352844,ESPORAO COLHEITA ORGANIC RED,WINE,0.0,0.0,1.0,ESPORAO COLHEITA ORGANIC RED - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,PUNTO VINO LLC,352845,SIEMA VYDS CHARD,WINE,0.0,0.0,5.0,SIEMA VYDS CHARD - 750ML,750ML,STANDARD,5.0,1,LOW
2020,1,PWSWN INC,352846,CANTINA COLLI EUGANEI PINOT GRIGIO,WINE,0.0,0.0,2.0,CANTINA COLLI EUGANEI PINOT GRIGIO - 750ML,750ML,STANDARD,2.0,1,LOW
2020,1,CONSTANTINE WINES INC,352862,DOM JOSEPH MELLOT SANCERRE LA GRAVELIERE - 750M,WINE,0.0,0.0,1.0,DOM JOSEPH MELLOT SANCERRE LA GRAVELIERE - 750M,UNKNOWN,OTHER,1.0,1,LOW
2020,1,CONSTANTINE WINES INC,352874,MARGERUM M5,WINE,0.0,0.0,1.0,MARGERUM M5 - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352878,FAISAO VINHO VERDE,WINE,0.0,0.0,5.0,FAISAO VINHO VERDE - 750ML,750ML,STANDARD,5.0,1,LOW
2020,1,O'NEILL BEVERAGES CO LLC,352880,DAY OWL ROSE CAN,WINE,0.0,0.0,2.0,DAY OWL ROSE CAN - 375ML,375ML,MEDIUM,2.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352882,FAISAO DOURO RED,WINE,0.0,0.0,8.0,FAISAO DOURO RED - 750ML,750ML,STANDARD,8.0,1,LOW
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",352888,FAISAO VINHO VERDE ROSE,WINE,0.0,0.0,3.0,FAISAO VINHO VERDE ROSE - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,DIAGEO NORTH AMERICA INC,35289,SMIRNOFF VODKA,LIQUOR,43.11,42.0,0.0,SMIRNOFF VODKA - 200ML,200ML,SMALL,85.11,1,LOW
2020,1,ARTISANS & VINES LLC,352936,FOUR SISTERS CAB,WINE,0.0,0.0,3.0,FOUR SISTERS CAB - 750ML,750ML,STANDARD,3.0,1,LOW
2020,1,DUGGANS DISTILLERS PROD,352938,ROOT 49 CABERNET,WINE,0.0,0.0,1.0,ROOT 49 CABERNET - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,CONSTANTINE WINES INC,352940,BOTIJO BLANCO GARNACHA,WINE,0.0,0.0,1.0,BOTIJO BLANCO GARNACHA - 750ML,750ML,STANDARD,1.0,1,LOW
2020,1,DUGGANS DISTILLERS PROD,352942,PIERRE MARCEL SWEET RED,WINE,0.0,0.0,5.0,PIERRE MARCEL SWEET RED - 750ML,750ML,STANDARD,5.0,1,LOW
